72,380
36,380
72,36
36,0
36,760
72,760
36,1140
72,1140
72,2660
36,2660
72,2280
36,2280
36,1520
72,1520
36,1900
72,1900
36,2358
0,2280
36,2739
0,2660
0,1900
36,1977
0,1520
36,1596
36,72
0,380
36,453
0,380
0,1140
36,1215
0,760
36,834
